tempo_cadastro_cliente,numero_medio_cliques_por_sessao,tempo_total_logado_app,tempo_total_logado_website,valor_total_gasto
3.8710034,32.46121245,13.29114305,38.63362565,543.3401663
4.081802695,33.79038721,11.94234087,38.06341359,521.1429518
4.252006106,34.18382052,13.34991294,37.82739423,614.7153338
3.911708668,32.28866691,12.02011209,39.07440021,507.3900618
3.021671822,33.82635201,12.08409173,35.89035796,495.2994425
3.184618662,32.49839307,13.41075918,35.99048895,518.064558
2.877224878,31.8854063,11.28193107,37.38531755,390.103273
2.586967985,32.42569728,11.44890154,37.58019043,420.7376732
2.969640227,33.43782956,12.59542035,36.2620318,492.1050524
3.428859904,31.38958548,10.99422392,38.07445242,410.0696111
2.926940235,33.46869995,13.08550576,35.84582711,497.5136833
3.781823039,32.2917561,12.19047429,36.15246209,494.5518611
3.004742536,32.06377462,10.71914974,37.71250864,378.3309069
3.854473856,33.1556997,12.93155027,38.16643556,570.4517259
3.318822279,33.35687434,13.45212896,38.50300885,549.0082269
3.361814624,31.8530748,12.14937549,37.32533422,459.2851235
3.722561173,32.01230077,12.17833133,37.71598618,492.9450531
3.54354705,32.38845163,11.01048213,38.41504158,424.7626355
2.789461516,32.65318146,11.60253219,37.30968877,422.4267759
5.485976734,32.93133644,12.73221159,35.60082055,642.1015787
2.594189721,33.2356065,11.22336889,37.69230086,413.3717831
2.753424169,33.9257949,12.01102188,36.70105232,479.2310929
5.004820577,33.05926409,11.7259101,35.9990993,593.0772413
3.873337569,32.40173183,12.08930957,38.3099079,506.5473071
3.798725319,33.88994101,13.06863858,37.54052036,571.3074949
3.292797663,34.56938122,12.85499037,35.00748226,576.3111774
4.716104987,33.7016052,11.56402237,37.67321037,576.8025474
4.01872661,33.26833022,11.1133299,37.38794554,514.2395207
3.63770128,31.35847719,12.80988347,36.54966799,495.1759504
3.834169667,33.01479222,11.76117233,37.57016384,514.3365583
4.531986607,31.57613197,12.57989417,37.09326487,541.226584
4.106055152,32.65726859,11.95792306,36.63465233,516.8315567
3.218265385,34.7093233,10.65179378,37.14600653,468.4457372
3.283663455,34.53665918,12.75207661,36.71413784,548.2803202
2.924020725,32.77171501,11.54083244,37.52642103,431.6177338
3.905250309,33.70040046,11.92439492,37.24503247,552.9403455
4.920318406,32.43977025,12.42413041,38.94882503,573.3062223
2.473596121,34.312167,11.81058676,37.41413357,452.627255
4.131276648,32.45517629,12.75916898,36.59911235,542.7115581
1.767730708,33.54097679,11.85189083,37.42454792,407.8040306
2.724108202,33.35839828,12.70368793,36.10091445,482.3535703
3.89711586,32.68612926,12.21525242,36.59436168,529.2300901
2.491671541,34.55829461,11.281445,36.49440648,433.0487691
3.863425442,33.54774794,10.73536292,37.45837473,476.1914133
3.5786339,31.95490386,10.96313178,37.32728269,439.9978799
3.958892264,31.06621816,11.73509455,36.59937399,448.9332932
3.25174177,31.85125313,12.41896198,35.97765171,472.9922467
3.914384667,32.60928264,10.53730754,35.7305524,463.923513
1.443515075,32.11511907,11.9192424,39.29404346,350.0582002
2.910037917,33.92462481,11.91141556,38.2747022,460.0612774
3.345570976,33.4771904,12.488067,36.51838359,505.7711403
3.089527782,32.11640012,12.38069498,37.23200331,463.4849954
4.514122441,32.2559012,10.48050683,37.33866962,479.7319376
1.825884669,32.69239222,12.29651768,36.95155521,424.1854943
3.993656513,32.38473266,10.8616042,36.58443762,465.8893127
2.652158305,34.33872939,10.71635514,38.30720401,426.775216
6.401228838,32.88710465,12.38718417,37.4311591,684.163431
5.391275125,32.51021799,10.98483589,37.39649748,555.8925954
6.076653638,31.94539575,12.96576148,36.9663889,657.0199239
3.864860739,36.13966249,12.05026723,36.95964319,595.8038189
2.941410754,32.44952156,13.45772494,37.23880567,503.9783791
5.084861309,32.29464155,12.44304789,37.32784804,586.1558702
6.922689335,34.60331112,12.20729849,33.91384725,744.2218671
3.60439856,33.59852032,11.58631953,39.09462703,512.8253581
3.78493211,34.56868085,11.37808709,38.30447119,528.2238094
3.309182328,32.83810016,12.3643416,38.03910939,468.9135013
0.968622116,33.50370518,12.39943608,35.01280603,357.5914394
3.768561963,33.30188161,12.54248105,38.3113649,536.4231045
3.585160635,30.87948434,13.28043224,36.93615938,490.2066
4.520353377,33.15425476,11.79588668,37.65861691,550.0475806
3.6758488,32.04780098,12.71803917,37.66110668,513.4505712
2.873007509,33.63080077,12.03964784,38.92408705,497.81193
4.055775962,34.04663803,12.47445545,35.03785616,578.9862586
3.015175299,33.644177,13.16002004,36.40774745,506.5363931
4.717102513,32.65462161,11.05232365,37.63300942,501.7492333
2.926396449,33.42874704,10.63676108,37.57883524,421.9667942
2.361086947,31.86483255,13.44340599,36.87831537,439.8912805
4.968742674,34.48238805,13.28303287,35.90729843,666.1255917
0.80151572,32.52976873,11.7477317,36.93988205,298.7620079
3.669225611,33.4322314,10.85960853,38.83567008,465.1766233
1.715777167,33.30857162,11.69168613,37.48091198,373.8857237
4.773503047,32.33263707,11.54876144,38.57651555,532.7174857
4.087837273,34.71345123,11.72400223,36.81385766,554.900783
4.13175504,32.635878,12.17857308,35.67425603,537.7731625
3.442799202,33.07570303,12.31984506,37.81915511,501.1002452
4.72402744,32.23014912,11.08436084,37.95968432,517.1651356
3.230973843,34.14286337,13.17777453,38.85604171,557.5292736
2.972271382,32.49719846,12.83280284,37.67924462,493.719193
3.182329732,33.12239998,11.509048,37.25305774,452.1226251
4.806349619,33.08852937,11.85766344,36.08693433,577.273455
3.620364988,32.53379686,12.29336584,37.0646212,485.9231305
3.261324745,32.48426048,10.93325228,36.54550623,425.745092
3.597459969,32.54345917,13.33283928,37.96439033,537.2150527
4.789201624,32.28312306,10.90255623,36.09424195,524.6379646
3.316464745,32.20079864,12.27698171,38.23260623,478.8853913
4.632460946,34.71331651,12.03880824,37.63529941,612.3852299
3.308443001,32.71251233,11.72447386,37.1531516,476.7667242
4.01598664,33.69489765,11.2026699,35.49396408,505.1196375
4.369366794,31.57020083,13.37806333,36.33780003,545.9454921
2.566639844,33.45947685,11.38861262,37.90913872,434.0216998
3.519032434,31.8209982,10.77107406,37.27863979,424.675281
1.503854421,32.73322416,11.81857176,37.10203133,352.5501082
5.039955264,32.4071483,13.80879868,37.42676892,662.9610878
4.478712608,33.50609228,11.65983284,37.28139283,560.5601606
3.361612985,30.83643267,13.10010954,35.90772143,467.5019004
1.920715478,34.87849495,13.06789568,36.67822227,504.8704324
4.330714462,34.00721197,12.49432293,36.04545942,590.5627196
3.811248171,31.52575242,11.34003593,37.03951365,443.9656268
3.088763958,31.04722214,11.19966096,38.6887091,392.4973992
4.541695257,34.59577669,11.33248778,35.4598628,568.7175759
5.066696864,34.96760989,13.9194944,37.95201319,712.3963268
3.107468683,32.29524763,11.03135834,38.25297827,413.2959992
4.746989703,33.32424052,11.08458409,36.77601658,562.0820454
3.09182687,32.90345433,10.54264542,35.5338635,412.0129313
3.195625776,32.55949313,11.79779551,37.7773658,468.6684656
3.850279639,31.76561882,12.44261655,38.13171203,496.5540816
3.97452248,34.0816462,12.10454243,36.05964598,548.5185293
3.843848921,33.30443129,12.37849022,38.76429717,536.1308969
2.90900846,34.33075044,13.72245368,35.77311639,558.4272572
1.139093538,32.07894758,12.72590932,36.5446641,357.8637186
2.685284836,33.605799,13.6851189,34.89198327,529.0566632
3.108911449,32.74515048,10.01258337,38.35495987,387.3570727
4.852842407,32.1223648,11.43553387,36.22355746,528.9336186
2.307552421,32.53082944,12.35460708,37.12234521,420.9161595
4.835528667,31.73663569,10.74853366,35.73870747,496.9334463
3.678589399,34.11756669,11.59187167,37.7436197,519.3729768
5.254708926,33.63662446,11.23650676,37.67502073,591.4377356
3.89289148,34.33486453,11.10945633,38.58585476,502.4097853
4.389455226,34.81498394,12.11494496,36.28872395,604.3348401
4.003325039,34.64266976,11.86648121,37.71777057,555.0683941
0.789519908,32.83694077,10.25654903,36.14390846,256.6705823
4.403369831,32.29964716,12.16859647,37.07361617,547.1109824
2.64859677,31.94801742,13.08535689,37.6056528,461.9208769
2.367848224,32.7273192,13.01337563,36.65127792,458.3769107
3.050712973,33.94624062,10.98397673,37.95148946,436.2834981
3.641497162,32.35147815,13.10515852,35.57484167,532.9352188
3.397363093,34.17375202,12.14474854,37.25803146,512.5525344
4.297686524,32.97518183,13.90991551,37.79223754,630.4227632
3.803364999,32.00475302,11.39520943,37.33281446,463.7459811
2.633419989,34.19705969,13.03356618,37.07679516,493.1802162
3.634093727,33.17720467,11.62277717,35.96889569,501.2091727
3.467014066,32.69323954,12.6007504,37.37011822,501.9282649
1.494310895,31.62536013,13.18791099,37.06708997,376.3369008
2.267251114,31.26064687,13.26676035,36.9711951,421.3266313
5.023934201,31.7207699,11.75234317,38.57360523,538.7749335
2.47175067,32.92261076,11.56811634,36.90937821,398.1634685
4.297737482,32.68624509,12.63857212,36.09722093,571.4710341
2.436958876,34.05094676,11.38864458,39.08156475,451.6286105
3.656983927,32.45455254,11.8229833,36.94612578,490.6004425
5.000243361,31.28344748,12.72567737,35.96566746,591.7810894
2.412830961,32.9800292,11.20115977,37.68933698,409.0704721
5.314354141,31.90962683,11.34726361,36.32365247,563.4460357
4.077775098,34.40240965,14.22097911,37.52319665,647.6194557
3.275070681,32.95976431,11.54627576,36.94795369,448.340425
3.634996006,33.78015676,11.91763618,36.84473382,518.7864831
3.982471513,32.67294353,12.27605698,37.19279353,523.6339351
3.287701824,32.72852076,10.13171246,34.84561239,393.857371
2.313349885,33.40992259,12.02694222,36.13389429,426.1545477
3.557813698,31.72420252,13.1722875,36.19975347,503.3878873
3.350279288,32.7111193,12.32629139,36.67387836,482.6024673
2.907094935,33.13665525,13.89131342,39.22071295,524.7976276
3.792711955,34.37939438,12.93092854,36.3602472,574.6548434
4.029453828,35.53090415,11.37925718,36.63610412,574.7472197
4.978475793,33.24726795,14.06938234,38.99332245,660.4251843
2.699562055,32.09610899,10.80489056,37.37276215,375.3984554
3.930615327,35.03928306,14.42649105,37.3741835,640.18774
3.456233824,32.55052657,13.04124459,36.65520808,514.0098178
2.18201697,32.58249357,11.7397438,36.85481082,376.4968407
2.709526627,33.29698192,12.49105874,38.23894085,484.5198091
4.594116865,33.10833615,12.89237451,36.5273883,614.7296376
4.25698329,33.90271779,11.66886651,37.34126616,567.4750105
3.784273087,34.55528259,11.77777204,37.97982686,554.0030934
1.623419609,33.73264839,12.13879388,36.85388246,399.9838716
3.41450624,31.6005122,12.22296745,36.82275323,479.1728515
3.606086889,34.31892744,13.4023319,37.29204471,585.9318443
3.275733705,34.00648892,12.95627661,38.65509454,540.9957391
5.007271987,33.54047906,12.88412462,36.22604169,628.0478039
3.371258113,34.43642584,13.3254691,36.76860309,582.4919237
5.453969475,33.55169914,12.15858523,36.57513378,640.7861664
3.755869389,31.81861657,11.22654566,35.66993517,446.4186734
4.664258497,32.36312129,12.46113544,37.74560774,570.6300981
3.806670949,33.19157088,9.846124909,36.87631323,423.3083341
5.049927475,32.19249883,13.32541219,36.89729461,616.660286
2.871947536,32.60790272,13.67724584,37.7446997,530.3624689
3.236732814,32.26200311,11.64496955,37.02687697,442.3631174
3.086337272,32.27184828,13.48500899,37.55088041,511.97986
4.559699083,33.79512493,11.62099651,38.41946853,560.4437922
3.010209778,31.65480968,13.01445915,37.78903635,475.2634237
1.809229592,33.07773079,11.46698422,35.67572763,374.2696745
3.5942951,31.3123496,11.68490419,38.7170763,463.591418
3.049195744,32.87273861,12.09396636,36.62077386,471.6028844
3.634340224,33.70815341,14.32565494,35.72182733,626.0186727
1.482359644,33.90856503,12.91484663,39.06886445,432.4720613
2.921350141,32.31290975,9.82440177,35.74277913,356.6155679
1.810079876,34.39432665,12.80775183,38.55103029,467.4278485
3.373104674,32.42330473,13.05827793,37.26387556,503.2173931
2.214797519,33.53939635,10.5345535,37.03479129,378.4735664
5.454463278,33.37401693,11.14343308,35.94639915,584.2183135
3.201801722,33.79475594,10.98280553,34.81063145,451.7278633
4.729484542,33.7709001,11.15396605,37.24032955,557.634109
3.205529765,31.30919264,11.94717532,36.19083324,432.7207178
3.802511439,33.61256335,11.470565,37.06168877,506.42386
4.116340467,33.39826013,11.03785041,38.61733445,510.1598173
5.462500764,33.62259184,11.1673569,35.62658733,587.5747995
1.481616627,30.4925367,11.56293625,35.97656497,282.4712457
3.771420132,31.90485713,12.22772828,36.98591348,473.9498574
2.898299578,33.02642035,13.18681287,38.0669296,489.9080531
3.569046516,32.9751929,13.39445179,37.80697767,541.9722038
1.084585303,30.81620065,11.85139874,36.92504304,266.0863409
3.023474446,33.91401512,12.26650384,36.57503098,494.6871558
5.566384892,33.30267221,13.45922229,36.33952101,689.7876042
2.39516813,31.91207593,11.79297182,36.25781912,387.5347163
3.504833486,32.40855896,10.98574015,37.36839124,441.8966315
5.226687713,32.64461691,12.63755716,36.51708576,604.8413188
1.838210702,34.10227851,8.508152176,35.46240008,302.1895478
3.363411394,33.2485062,11.65659203,36.54860515,479.6148117
2.957448757,34.72908017,11.96689808,36.54759628,506.1323424
2.083814192,30.39318454,11.80298578,36.31576315,319.9288698
3.680847338,33.38411057,12.67740144,35.62253059,528.309225
4.693732058,32.87847437,13.03253498,37.87095205,610.1280331
4.008352235,34.50141785,12.44761745,37.53453024,584.105885
2.532044062,33.56647439,12.23565925,37.27757338,466.4211988
2.87098691,32.84879283,10.97316208,36.60950715,404.8245289
3.515688256,33.53186013,13.66576979,36.90022076,564.790969
4.069916619,33.41906735,13.39112018,37.19419105,596.516698
1.200483857,32.49541877,12.96832561,38.29611037,368.6547849
3.229450904,33.67402748,12.96889313,37.33310742,542.4124767
4.086566338,33.26463207,10.73213134,36.14579171,478.2621264
4.019470352,32.76245596,10.95235338,37.64629179,473.3604956
4.20590389,33.4794716,12.60888879,37.22939452,559.199048
2.018194629,33.78520721,13.03951103,36.31272657,447.1876443
4.243812817,33.21718784,10.99968366,38.44276669,505.2300683
4.626075292,31.12809005,13.27895623,37.38718053,557.2526867
3.002957023,33.36951736,10.62794923,38.04031367,422.3687366
1.823595183,32.83789305,13.18518117,35.92159519,445.0621855
4.078308002,30.57436368,11.35104901,37.08884658,442.0644138
3.689916615,32.27459383,12.95481145,37.10881638,533.0400602
2.190132185,33.144234,11.73704064,37.93518905,424.2028271
3.206756698,33.48551976,11.8873453,35.86244708,498.6355985
1.977007128,31.97648006,10.75713093,36.59586795,330.594446
3.349245383,32.13386241,11.61265077,39.2488039,443.4418601
3.53286158,32.3025531,11.97906148,38.26906069,478.6009159
4.808320373,32.18984473,11.38677555,38.19748325,533.3965538
4.048510087,34.93560511,10.72841854,36.88119241,532.1274491
4.543332413,33.55165061,11.93689516,35.90025278,558.9481124
3.481062133,32.38696867,12.7179951,35.12882235,508.7719067
2.627624971,33.34450869,10.96980287,35.97457811,403.7669021
4.794312263,33.67275789,13.42054574,37.7636904,640.5840619
2.761861926,34.00207092,11.85468192,37.49189221,461.6282784
2.159676023,32.65539704,11.91885971,35.71626916,382.4161079
4.195614413,32.05426185,13.14966956,37.6504002,561.8746577
2.139403004,33.22877227,12.6853939,36.04898625,444.5761441
3.434559723,32.07759004,10.34787695,39.0451557,401.0331352
2.868428182,33.98100558,9.316289204,36.91495155,384.3260571
3.137068975,34.17951757,12.58154773,35.4442647,527.7829958
3.525806412,32.60273898,11.76444759,37.92270381,482.1449969
5.038107494,32.03054972,12.64420212,38.00182747,594.2744834
3.612239152,33.10035775,11.83211223,36.84149164,502.0925279
2.895075163,32.99059904,10.44123506,35.9389625,407.6571788
5.705940717,34.38582029,12.72971951,36.2321098,708.9351849
5.047022551,34.35719627,9.477777608,37.90601452,531.9615505
4.778973636,33.7051128,10.16317906,37.76304108,521.2407802
2.966558885,32.40429505,11.60899794,38.11045691,447.3690272
2.668919773,31.82934646,11.26825923,36.95696543,385.152338
3.620354589,31.36621217,11.16315954,37.08831936,430.5888826
4.238296188,31.44744649,10.1016322,38.04345265,418.6027421
2.479339823,33.58294684,12.76153128,36.90818962,478.9514048
3.506967574,32.39742194,12.05534016,37.68546549,483.7965221
3.310150347,35.03744996,11.93593497,35.78392374,538.9419745
3.535802468,32.78494023,12.45120001,36.66579137,486.1637991
1.13047696,33.97172204,12.28446707,38.29572526,385.0950071
3.228717686,33.38599019,12.78217179,35.55077227,527.7837898
3.345922321,33.55655567,12.96030713,37.95194632,547.1907494
3.215666827,33.58737339,9.953995006,37.34573893,410.6029439
3.790552137,34.18818406,13.13002166,35.42933439,583.977802
3.561215271,33.59396355,11.52056679,36.1891318,474.5323294
2.931619535,33.23626572,10.97255431,34.57402759,414.9350607
3.046540621,33.2089197,13.53191346,38.95246252,550.8133677
2.739200467,33.63781168,12.03950237,34.48718475,458.7811317
2.783963128,33.5904858,10.94206962,36.1704942,407.542168
4.330407444,34.19550803,12.66419262,37.02715036,581.3089329
3.416209978,35.86023651,11.73066139,36.88214908,546.5566669
3.336339382,33.48193057,11.91867031,37.31770495,503.1750852
4.662845304,33.25823783,11.51494907,37.1280395,549.1315733
3.222080767,32.31985797,12.4181132,36.1553362,482.8309859
3.772969025,32.43083858,13.88727541,38.38195597,557.6082621
3.42014953,31.44597248,12.84649907,37.86921694,484.8769649
6.115198946,35.74266981,10.88982828,35.56543624,669.9871405
3.488029991,34.01261946,12.91457009,36.04620352,547.7099886
4.082855279,34.14039343,11.56852664,38.91874854,537.8252823
2.829699575,32.37798966,11.97175079,37.19936753,408.2169018
5.405406467,33.17233109,13.07869244,37.32981863,663.0748176
3.45175071,33.2473222,11.95642648,36.51734612,506.3758668
2.935577274,33.59891334,13.25273709,37.30596142,528.4193297
4.750360071,33.08529799,13.09353728,38.31564796,632.1235881
3.531402303,32.27844335,12.52747174,36.68836654,488.270298
3.90447938,33.44155304,11.23596895,37.05261631,508.735741
2.39907979,32.86530121,12.07483017,35.56917032,411.1869636
2.847709026,31.5261979,12.04533198,38.50588333,409.0945262
3.781703565,33.00084964,11.23074331,36.99529017,467.8009244
4.349778419,32.08838063,11.9078441,35.18912244,512.1658664
4.574287716,33.26544447,13.05221039,38.7756653,608.2718166
4.620416385,32.9925732,13.00436201,36.98504142,589.0264898
3.0130325,33.86318871,11.52352268,35.93804523,444.0538266
4.791108745,32.59209323,10.31471792,36.7290294,493.1812614
4.334001444,32.38103459,12.43312853,37.6269068,532.7248055
1.428823877,31.5171218,10.74518855,38.79123469,275.9184207
4.137000388,33.45430193,11.01675564,37.63731096,511.0387861
2.910530822,32.21552742,12.21685469,36.9539597,438.417742
3.982462319,31.6739155,12.32914702,37.07437107,475.7250679
3.701229217,33.71755461,10.80696607,36.01231723,483.5431939
5.840505876,33.21547157,12.1351014,37.14209369,663.8036933
4.560396067,31.57413802,12.94155573,36.72527683,544.4092722
4.490002066,33.89457039,13.30029936,36.39368386,630.1567282
3.859817999,33.12869269,10.39845771,36.683393,461.1122484
3.046620189,34.37032705,11.88780042,37.86144726,491.9115051
4.652854446,34.08026009,11.5914397,36.45689841,574.4156896
4.02210291,31.42522688,13.27147504,37.23984661,530.7667187
3.969417759,33.62530726,12.9882206,39.67259096,581.7987977
3.738225173,31.86274111,14.03986726,37.02226899,556.2981412
3.3766875,33.29258731,11.90650776,38.42286529,502.1327892
4.595522709,33.74922777,11.1371403,38.40137369,556.1863689
2.223993458,34.14496899,12.90266489,36.61119878,475.0716299
4.288486771,31.12397435,12.38651626,35.63211222,486.9470538
2.117382542,34.27824788,11.82272175,36.30854529,434.144202
0.936497597,33.66661568,10.98576379,36.35250277,304.1355916
3.762070443,32.25997327,14.13289346,37.02347924,571.2160048
